Variant Annotation ID	Variant/Haplotypes	Drug(s)	Phenotype Category	Significance	Sentence	Allele Of Frequency In Cases	Allele Of Frequency In Controls	P Value	Ratio Stat Type	Ratio Stat	Confidence Interval Start	Confidence Interval Stop
1185000272	UGT1A6*1a, UGT1A6*2a	acetaminophen	Metabolism/PK	yes	UGT1A6 *2a is associated with increased clearance of acetaminophen in people with beta-Thalassemia as compared to UGT1A6 *1a.			< 0.05	OR			
1185000284	UGT1A1*1, UGT1A1*28	acetaminophen	Metabolism/PK	no	UGT1A1 *28 is not associated with metabolism of acetaminophen in healthy individuals as compared to UGT1A1 *1.			> 0.05	OR			
1449188274	CYP2C9*1, CYP2C9*3	acenocoumarol	Dosage	yes	CYP2C9 *3 is associated with decreased dose of acenocoumarol in people with Atrial Fibrillation, Atrial Flutter or Venous Thrombosis as compared to CYP2C9 *1.			< 0.0001	OR	0.12	0.014	0.05
1185000439	UGT1A6*1a, UGT1A6*2a	acetaminophen	Metabolism/PK	yes	UGT1A6 *2a/*2a + *1a/*2a is associated with increased metabolism of acetaminophen in healthy individuals as compared to UGT1A6 *1a.			= 0.02	OR			
1185000474	UGT2B15*1, UGT2B15*2	acetaminophen	Metabolism/PK	yes	UGT2B15 *2 is associated with decreased metabolism of acetaminophen in healthy individuals as compared to UGT2B15 *1.			< 0.0001	OR			
1183624234	CYP2D6*1, CYP2D6*10	haloperidol	Metabolism/PK	yes	CYP2D6 *10 is associated with decreased metabolism of haloperidol in people with Schizophrenia as compared to CYP2D6 *1.	*10		= 0.028	Unknown			
1184754650	CYP2C9*1, CYP2C9*2, CYP2C9*3	acenocoumarol	Dosage	not stated	CYP2C9 *2 + *3 are associated with decreased dose of acenocoumarol as compared to CYP2C9 *1.				OR			
1447990832	CYP2D6*1, CYP2D6*2, CYP2D6*17	debrisoquine	Metabolism/PK	yes	CYP2D6 *17/*17 is associated with decreased metabolism of debrisoquine in healthy individuals as compared to CYP2D6 *1/*1 + *1/*2 + *1/*17.			< 0.001	OR			
1447990816	CYP2D6*1, CYP2D6*2, CYP2D6*17	debrisoquine	Metabolism/PK	yes	CYP2D6 *1/*17 is associated with decreased metabolism of debrisoquine in healthy individuals as compared to CYP2D6 *1/*1 + *1/*2.			< 0.001	OR			
1449172013	CYP3A5*1, CYP3A5*3	tacrolimus	Dosage	yes	CYP3A5 *1/*1 + *1/*3 is associated with increased dose of tacrolimus in people with Kidney Transplantation as compared to CYP3A5 *3/*3.	*1		= 0.000	OR			
1448285727	CYP3A5*1, CYP3A5*3	tacrolimus	Metabolism/PK	yes	CYP3A5 *1/*1 + *1/*3 are associated with increased metabolism of tacrolimus in children with Kidney Transplantation as compared to CYP3A5 *3/*3.	*1		< 0.05	OR			
1183689806	CYP2D6*1, CYP2D6*3, CYP2D6*4	tolterodine	Metabolism/PK	yes	CYP2D6 *3 + *4 are associated with decreased metabolism of tolterodine in women as compared to CYP2D6 *1/*1.			< 0.02	OR			
1447990805	CYP2D6*1, CYP2D6*2	debrisoquine	Metabolism/PK	no	CYP2D6 *1/*2 is not associated with decreased metabolism of debrisoquine in healthy individuals as compared to CYP2D6 *1/*1.			> 0.7	OR			
1183624260	CYP2D6*1xN, CYP2D6*2xN	citalopram,mianserin,mirtazapine,nortriptyline,paroxetine,venlafaxine	Efficacy	yes	CYP2D6 *1xN + *2xN are associated with decreased response to citalopram, mianserin, mirtazapine, nortriptyline, paroxetine or venlafaxine in people with Mood Disorders.			= 0.026	Unknown			
1447990776	CYP2D6*1, CYP2D6*4, CYP2D6*10	sparteine	Metabolism/PK	not stated	CYP2D6 *10/*10 + *4/*10 are associated with decreased metabolism of sparteine as compared to CYP2D6 *1/*1.				OR			
1449172092	CYP3A5*1, CYP3A5*3	tacrolimus	Metabolism/PK	yes	CYP3A5 *1/*1 + *1/*3 is associated with decreased concentrations of tacrolimus in people with Autoimmune Diseases as compared to CYP3A5 *3/*3.				OR			
1183624311	CYP2C19*1, CYP2C19*2, CYP2C19*3	rabeprazole	Metabolism/PK	yes	CYP2C19 *2/*2 + *2/*3 is associated with decreased clearance of rabeprazole in people with Helicobacter Infections as compared to CYP2C19 *1/*1 + *1/*2 + *1/*3.	*1		= 0.05	Unknown			
1448285615	CYP3A5*1, CYP3A5*3	tacrolimus	Metabolism/PK	yes	CYP3A5 *3/*3 is associated with increased dose-adjusted trough concentrations of tacrolimus in people with Kidney Transplantation as compared to CYP3A5 *1/*1 + *1/*3.	*1		< 0.001	OR			
1447990710	CYP2D6*3, CYP2D6*4, CYP2D6*5, CYP2D6*6	debrisoquine	Metabolism/PK	not stated	CYP2D6 *3/*3 + *4/*4 + *4/*5 + *4/*6 are associated with decreased metabolism of debrisoquine in healthy individuals.				OR			
1449565369	CYP2C9*1, CYP2C9*3	phenytoin	Dosage,Metabolism/PK	no	CYP2C9 *1/*3 is associated with increased concentrations of phenytoin in children.				OR			
1448285601	SLC6A4 HTTLPR short form (S allele), SLC6A4 L allele-rs25531C, SLC6A4 L allele-rs25531T	fluoxetine	Efficacy	no	SLC6A4 L allele-rs25531T/L allele-rs25531T is not associated with response to fluoxetine in people with Depressive Disorder, Major as compared to SLC6A4 HTTLPR short form (S allele)/L allele-rs25531T + L allele-rs25531C/L allele-rs25531T.	HTTLPR long form (L allele)		= 0.0818	OR	3.5	0.91	13.43
1448285579	SLC6A4 HTTLPR long form (L allele), SLC6A4 HTTLPR short form (S allele)	fluoxetine	Efficacy	yes	SLC6A4 HTTLPR long form (L allele)/HTTLPR long form (L allele) is associated with increased response to fluoxetine in people with Depressive Disorder, Major as compared to SLC6A4 HTTLPR long form (L allele)/HTTLPR short form (S allele) + HTTLPR short form (S allele)/HTTLPR short form (S allele).	HTTLPR long form (L allele)		= 0.0066	OR	4.0	1.45	11.03
1183771932	CYP2B6*1, CYP2B6*6	efavirenz	Metabolism/PK	not stated	CYP2B6 *1/*6 is associated with increased metabolism of efavirenz in people with HIV as compared to CYP2B6 *6/*6.				OR			
1449172248	CYP3A5*1, CYP3A5*3	tacrolimus	Efficacy	no	CYP3A5 *1/*1 + *1/*3 is not associated with response to tacrolimus in people with Kidney Transplantation as compared to CYP3A5 *3/*3.				OR			
1449172236	CYP3A5*1, CYP3A5*3	tacrolimus	Metabolism/PK	no	CYP3A5 *1/*1 + *1/*3 is not associated with dose of tacrolimus in people with Autoimmune Diseases as compared to CYP3A5 *3/*3.			= 0.698	OR			
1183690079	CYP2C9*1, CYP2C9*3	warfarin	Efficacy	yes	CYP2C9 *1/*3 is associated with increased response to warfarin as compared to CYP2C9 *1/*1.	*3	*3	< 0.028	OR			
1450417472	CYP2D6*1, CYP2D6*10	propafenone	Metabolism/PK	yes	CYP2D6 *10/*10 is associated with decreased metabolism of propafenone in healthy individuals as compared to CYP2D6 *1/*10 + *1/*1.			= 0.05	OR			
1450417453	CYP2D6*1, CYP2D6*2	pioglitazone	Metabolism/PK	no	CYP2D6 *1/*2 + *2/*2 are not associated with metabolism of pioglitazone in healthy individuals as compared to CYP2D6 *1/*1.			= 0.07	OR			
1183690032	CYP3A5*1, CYP3A5*6	tacrolimus	Metabolism/PK	yes	CYP3A5 *1/*1 + *1/*6 is associated with increased clearance of tacrolimus in healthy individuals as compared to CYP3A5 *6/*6.			= 3.0E-4	OR			
1183690042	CYP3A5*1, CYP3A5*7	tacrolimus	Metabolism/PK	yes	CYP3A5 *1/*1 + *1/*7 is associated with increased clearance of tacrolimus in healthy individuals as compared to CYP3A5 *7/*7.			= 3.0E-4	OR			
1448269030	CYP2C9*1, CYP2C9*3	warfarin	Dosage	yes	CYP2C9 *1/*1 is associated with increased dose of warfarin as compared to CYP2C9 *1/*3.	*3		< 0.0001	OR			
1450253685	CYP2C19*1, CYP2C19*2, CYP2C19*3	clopidogrel	Efficacy	yes	CYP2C19 *2 + *3 are associated with decreased response to clopidogrel in people with Acute coronary syndrome as compared to CYP2C19 *1/*1.			< 0.0001	OR	1.34	1.2	1.5
1450253685	CYP2C19*1, CYP2C19*2, CYP2C19*3	clopidogrel	Efficacy	yes	CYP2C19 *2 + *3 are associated with decreased response to clopidogrel in people with Acute coronary syndrome as compared to CYP2C19 *1/*1.			= 0.0029	OR	1.42	1.13	1.79
1448268948	CYP2C9*2, CYP2C9*3	warfarin	Dosage	not stated	CYP2C9 *2 + *3 is associated with dose of warfarin in people with Atrial Fibrillation and venous thromboembolism.				OR			
1447679078	CYP3A4*1, CYP3A4*22	tacrolimus	Metabolism/PK	no	CYP3A4 *22 is not associated with clearance of tacrolimus in people with liver transplantation as compared to CYP3A4 *1.			> 0.05	OR			
1447679078	CYP3A4*1, CYP3A4*22	tacrolimus	Metabolism/PK	no	CYP3A4 *22 is not associated with clearance of tacrolimus in people with liver transplantation as compared to CYP3A4 *1.			> 0.05	OR			
1447679078	CYP3A4*1, CYP3A4*22	tacrolimus	Metabolism/PK	no	CYP3A4 *22 is not associated with clearance of tacrolimus in people with liver transplantation as compared to CYP3A4 *1.			> 0.05	OR			
1447679054	CYP3A5*1, CYP3A5*3	tacrolimus	Metabolism/PK	yes	CYP3A5 *1/*1 + *1/*3 are associated with increased clearance of tacrolimus in people with liver transplantation as compared to CYP3A5 *3/*3.			< 0.05	OR			
1447679054	CYP3A5*1, CYP3A5*3	tacrolimus	Metabolism/PK	yes	CYP3A5 *1/*1 + *1/*3 are associated with increased clearance of tacrolimus in people with liver transplantation as compared to CYP3A5 *3/*3.			< 0.05	OR			
1447679054	CYP3A5*1, CYP3A5*3	tacrolimus	Metabolism/PK	yes	CYP3A5 *1/*1 + *1/*3 are associated with increased clearance of tacrolimus in people with liver transplantation as compared to CYP3A5 *3/*3.			< 0.05	OR			
1447990337	CYP2D6*3, CYP2D6*4	debrisoquine,sparteine	Metabolism/PK	not stated	CYP2D6 *4/*4 + *3/*4 are associated with decreased metabolism of debrisoquine or sparteine.				OR			
1448612933	CYP2C19*1, CYP2C19*2	phenytoin	Toxicity	no	CYP2C19 *1/*2 is not associated with increased concentrations of phenytoin in people with Epilepsy as compared to CYP2C19 *1/*1.			= 0.33	OR	1.67	0.89	3.14
1444713552	CYP2C19*1, CYP2C19*2, CYP2C19*3	voriconazole	Metabolism/PK	yes	CYP2C19 *2/*2 + *1/*2 + *1/*3 (assigned as poor metabolizers and intermediate metabolizers phenotype) is associated with increased concentrations of voriconazole in people with Mycoses as compared to CYP2C19 *1/*1 (assigned as normal metabolizer phenotype) .	*2	*17	= 0.01	OR			
1448612922	CYP2C9*1, CYP2C9*3	phenytoin	Toxicity	yes	CYP2C9 *1/*3 is associated with increased concentrations of phenytoin in people with Epilepsy as compared to CYP2C9 *1/*1.	*3		= 0.002	OR	3.36	1.61	7.01
1444713578	SLCO1B1*1, SLCO1B1*5, SLCO1B1*15	lovastatin acid	Metabolism/PK	yes	SLCO1B1 *5/*15 + *15/*15 are associated with increased exposure to lovastatin acid in healthy individuals as compared to SLCO1B1 *1/*1.			< 0.005	OR			
1444828163	CYP2C19*1, CYP2C19*17	voriconazole	Metabolism/PK	not stated	CYP2C19 *1/*17 is associated with decreased concentrations of voriconazole.				OR			
1449565832	CYP2C9*1, CYP2C9*2, CYP2C9*3	phenytoin	Metabolism/PK	yes	CYP2C9 *1/*3 + *2/*3 are associated with increased concentrations of phenytoin in children with as compared to CYP2C9 *1/*1 + *1/*2.	*3		= 0.009	OR			
1444828093	CYP2C9*1, CYP2C9*3	flurbiprofen	Metabolism/PK	yes	CYP2C9 *1/*3 is associated with increased concentrations of flurbiprofen in healthy individuals as compared to CYP2C9 *1/*1.			= 0.0002	OR			
1447678931	CYP2C19*1, CYP2C19*2, CYP2C19*3, CYP2C19*4, CYP2C19*17	ambrisentan	Metabolism/PK	yes	CYP2C19 *2 + *3 + *4 are associated with decreased clearance of ambrisentan in healthy individuals as compared to CYP2C19 *1 + *17.			< 0.01	OR			
1444828107	CYP2C9*1, CYP2C9*3	flurbiprofen	Metabolism/PK	yes	CYP2C9 *1/*1 is associated with increased clearance of flurbiprofen in healthy individuals as compared to CYP2C9 *1/*3.			< 0.0001	OR			
1449565846	CYP2C9*1, CYP2C9*2	phenytoin	Metabolism/PK	no	CYP2C9 *1/*2 is not associated with concentrations of phenytoin in children with as compared to CYP2C9 *1/*1.	*2		= 0.74	OR			
981858924	CYP2C9*1, CYP2C9*2, CYP2C9*3	warfarin	Dosage	no	CYP2C9 *1/*2 + *1/*3 is not associated with dose of warfarin in children as compared to CYP2C9 *1/*1.			= 0.17	Unknown			
1447678899	CYP2B6*1, CYP2B6*6	cyclophosphamide	Metabolism/PK	yes	CYP2B6 *6 is associated with decreased clearance of cyclophosphamide in children with Lymphoma, B-Cell as compared to CYP2B6 *1/*1.			= 0.0028	OR			
1447678899	CYP2B6*1, CYP2B6*6	cyclophosphamide	Metabolism/PK	yes	CYP2B6 *6 is associated with decreased clearance of cyclophosphamide in children with Lymphoma, B-Cell as compared to CYP2B6 *1/*1.			= 0.033	OR			
1184509540	SLC6A4 HTTLPR long form (L allele), SLC6A4 HTTLPR short form (S allele)	sertraline	Efficacy	yes	SLC6A4 HTTLPR long form (L allele)/HTTLPR long form (L allele) is associated with increased response to sertraline in people with posttraumatic stress disorder as compared to SLC6A4 HTTLPR short form (S allele).			< 0.001	OR			
1449565855	CYP2C9*1, CYP2C9*2, CYP2C9*3	phenytoin	Metabolism/PK	no	CYP2C9 *1/*3 + *2/*3 are not associated with dose of phenytoin in children with as compared to CYP2C9 *1/*1 + *1/*2.	*3		= 0.12	OR			
1449565868	CYP2C9*1, CYP2C9*2	phenytoin	Metabolism/PK	no	CYP2C9 *1/*2 is not associated with dose of phenytoin in children with as compared to CYP2C9 *1/*1.	*2		= 0.89	OR			
1184165591	CYP2B6*1, CYP2B6*6	efavirenz	Metabolism/PK	yes	CYP2B6 *6/*6 is associated with decreased clearance of efavirenz in healthy individuals as compared to CYP2B6 *1/*1 + *1/*6.	*1		< 0.001	OR			
827783312	CYP2C9*1, CYP2C9*3	warfarin	Dosage	no	CYP2C9 *3/*3 is associated with decreased dose of warfarin in people with Atrial Fibrillation as compared to CYP2C9 *1/*1.				Unknown			
1184165572	CYP3A5*1, CYP3A5*3	midazolam	Metabolism/PK	not stated	CYP3A5 *1/*1 + *1/*3 is associated with increased clearance of midazolam in people with Gastrointestinal Neoplasms as compared to CYP3A5 *3/*3.				OR			
1451335345	CYP1A2*1A, CYP1A2*1B, CYP1A2*1C, CYP1A2*1F	olanzapine	Metabolism/PK	no	CYP1A2 *1B + *1C + *1F are not associated with exposure to olanzapine in healthy individuals as compared to CYP1A2 *1A.			> 0.05				
1444827950	CYP2C19*1, CYP2C19*2, CYP2C19*3, CYP2C19*17	voriconazole	Metabolism/PK	no	CYP2C19 *2/*2 + *3/*3 (assigned as poor metabolizer phenotype) is not associated with trough concentration of voriconazole in people with Hematologic Diseases and Infection as compared to CYP2C19 *1/*1 + *1/*17 + *1/*2 + *1/*3.	*2	*3	= 0.062	OR			
1184755389	CYP2D6*5, CYP2D6*7	sparteine	Metabolism/PK	not stated	CYP2D6 *5/*7 (assigned as poor metabolizers phenotype) is associated with decreased metabolism of sparteine in healthy individuals.				OR			
1444827966	CYP2C19*1, CYP2C19*2, CYP2C19*3, CYP2C19*17	voriconazole	Metabolism/PK	yes	CYP2C19 *1/*2 + *1/*3 (assigned as intermediate metabolizers phenotype) is associated with increased trough concentration of voriconazole in people with Hematologic Diseases and Infection as compared to CYP2C19 *1/*1 + *1/*17 (assigned as normal metabolizer phenotype) .	*2	*3	= 0.043	OR			
1444827984	CYP2C19*1, CYP2C19*2	carisoprodol	Metabolism/PK	yes	CYP2C19 *1/*2 (assigned as intermediate metabolizers phenotype) is associated with increased concentrations of carisoprodol in healthy individuals as compared to CYP2C19 *1/*1 (assigned as normal metabolizer phenotype) .			< 0.05	OR			
1444827984	CYP2C19*1, CYP2C19*2	carisoprodol	Metabolism/PK	yes	CYP2C19 *1/*2 (assigned as intermediate metabolizers phenotype) is associated with increased concentrations of carisoprodol in healthy individuals as compared to CYP2C19 *1/*1 (assigned as normal metabolizer phenotype) .			< 0.05	OR			
1449713428	CYP2C8*1, CYP2C8*3	pioglitazone	Metabolism/PK	yes	CYP2C8 *1/*1 is associated with increased concentrations of pioglitazone in healthy individuals as compared to CYP2C8 *1/*3 + *3/*3.			= 0.01	OR			
1451335420	CYP3A4*1, CYP3A4*22	olanzapine	Metabolism/PK	no	CYP3A4 *22 is not associated with exposure to olanzapine in healthy individuals as compared to CYP3A4 *1.	*22		> 0.05				
1451335424	CYP3A5*1, CYP3A5*3	olanzapine	Metabolism/PK	no	CYP3A5 *3 is not associated with exposure to olanzapine in healthy individuals as compared to CYP3A5 *1.	*3		> 0.05				
1184755565	CYP2D6*1, CYP2D6*5, CYP2D6*9	debrisoquine	Metabolism/PK	not stated	CYP2D6 *5/*9 (assigned as normal metabolizers phenotype) is associated with decreased metabolism of debrisoquine in healthy individuals as compared to CYP2D6 *1/*1.				OR			
1448530690	CYP3A5*1, CYP3A5*3	tacrolimus	Dosage	yes	CYP3A5 *1/*3 is associated with increased dose of tacrolimus in children with Kidney Transplantation as compared to CYP3A5 *3/*3.	*1		= 0.001	OR			
1444827924	CYP2C19*1, CYP2C19*2	voriconazole	Metabolism/PK	yes	CYP2C19 *2/*2 is associated with decreased metabolism of voriconazole in healthy individuals as compared to CYP2C19 *1/*1.	*2		< 0.01	OR			
1184509852	CYP2C9*1, CYP2C9*2, CYP2C9*3	warfarin	Dosage	yes	CYP2C9 *2/*3 + *3/*3 is associated with decreased dose of warfarin as compared to CYP2C9 *1/*1.			< 0.05	OR			
1448104673	CYP2C9*1, CYP2C9*3	warfarin	Dosage	yes	CYP2C9 *3 is associated with decreased dose of warfarin in children as compared to CYP2C9 *1/*1.			= 0.003	OR			
1448104659	CYP2C9*1, CYP2C9*2	warfarin	Dosage	no	CYP2C9 *2 is associated with decreased dose of warfarin in children as compared to CYP2C9 *1/*1.			= 0.193	OR			
1448530650	CYP2D6*1, CYP2D6*10	risperidone	Efficacy,Toxicity	no	CYP2D6 *10/*10 is not associated with response to risperidone in people with Schizophrenia as compared to CYP2D6 *1/*1.			> 0.05	OR			
1451335587	UGT1A1*1, UGT1A1*28	olanzapine	Metabolism/PK	no	UGT1A1 *28 is not associated with exposure to olanzapine in healthy individuals as compared to UGT1A1 *1.			> 0.05				
1451138980	CYP2C9*1, CYP2C9*3	dipyrone	Metabolism/PK	no	CYP2C9 *3 is associated with decreased metabolism of dipyrone in healthy individuals as compared to CYP2C9 *1/*1.			= 0.027				
1448530624	CYP3A5*1, CYP3A5*3	tacrolimus	Metabolism/PK	yes	CYP3A5 *1/*3 is associated with decreased dose-adjusted trough concentrations of tacrolimus in children with Kidney Transplantation as compared to CYP3A5 *3/*3.	*1		= 0.004	OR			
1448530620	CYP2D6*1, CYP2D6*10	risperidone	Metabolism/PK	yes	CYP2D6 *10/*10 is associated with decreased metabolism of risperidone in healthy individuals as compared to CYP2D6 *1/*1.			< 0.001	OR			
1448530601	CYP2D6*1, CYP2D6*4, CYP2D6*5, CYP2D6*6	risperidone	Metabolism/PK	yes	CYP2D6 *4/*4 + *4/*5 + *4/*6 are associated with decreased metabolism of risperidone in healthy individuals as compared to CYP2D6 *1/*1.			< 0.05	OR			
1445401203	CYP2D6*1, CYP2D6*4, CYP2D6*5	4-hydroxytamoxifen,endoxifen	Metabolism/PK	yes	CYP2D6 *4/*4 + *4/*5 are associated with decreased concentrations of 4-hydroxytamoxifen and endoxifen in women with as compared to CYP2D6 *1/*1.			= 0.009	OR			
1445401203	CYP2D6*1, CYP2D6*4, CYP2D6*5	4-hydroxytamoxifen,endoxifen	Metabolism/PK	yes	CYP2D6 *4/*4 + *4/*5 are associated with decreased concentrations of 4-hydroxytamoxifen and endoxifen in women with as compared to CYP2D6 *1/*1.			= 0.019	OR			
1450942421	CYP3A5*1, CYP3A5*3	tacrolimus	Metabolism/PK	yes	CYP3A5 *1/*1 + *1/*3 is associated with decreased exposure to tacrolimus in people with Kidney Transplantation as compared to CYP3A5 *3/*3.			< 0.001				
1451253720	CYP2C19*1, CYP2C19*2, CYP2C19*3	rabeprazole	Metabolism/PK	no	CYP2C19 *1/*2 + *1/*3 are not associated with metabolism of rabeprazole as compared to CYP2C19 *1/*1.							
1451253729	CYP2C19*1, CYP2C19*2, CYP2C19*3	rabeprazole	Efficacy	no	CYP2C19 *1/*1 is not associated with response to rabeprazole in healthy individuals as compared to CYP2C19 *2 + *3.							
1450811368	CYP2B6*1, CYP2B6*6	bupropion	Efficacy	yes	CYP2B6 *1/*6 + *6/*6 are associated with increased response to bupropion in people with Tobacco Use Disorder as compared to CYP2B6 *1/*1.	*6		= 0.04	OR	2.97	1.05	8.4
1447989908	CYP2D6*1, CYP2D6*10	dextromethorphan	Metabolism/PK	yes	CYP2D6 *10/*10 is associated with increased exposure to dextromethorphan in healthy individuals as compared to CYP2D6 *1/*1.			< 0.05	OR			
1447989908	CYP2D6*1, CYP2D6*10	dextromethorphan	Metabolism/PK	yes	CYP2D6 *10/*10 is associated with increased exposure to dextromethorphan in healthy individuals as compared to CYP2D6 *1/*1.			< 0.05	OR			
1447989908	CYP2D6*1, CYP2D6*10	dextromethorphan	Metabolism/PK	yes	CYP2D6 *10/*10 is associated with increased exposure to dextromethorphan in healthy individuals as compared to CYP2D6 *1/*1.			< 0.05	OR			
1451253733	CYP2C19*1, CYP2C19*2, CYP2C19*3	rabeprazole	Metabolism/PK	not stated	CYP2C19 *1/*1 is associated with increased clearance of rabeprazole in healthy individuals as compared to CYP2C19 *2 + *3.							
1451253680	CYP2C19*1, CYP2C19*2	rabeprazole	Metabolism/PK	yes	CYP2C19 *2/*2 (assigned as poor metabolizer phenotype) is associated with decreased metabolism of rabeprazole in healthy individuals as compared to CYP2C19 *1/*1 (assigned as normal metabolizer phenotype) .			< 0.05				
1184755725	CYP2D6*4, CYP2D6*12	sparteine	Metabolism/PK	not stated	CYP2D6 *4/*12 (assigned as poor metabolizers phenotype) is associated with decreased metabolism of sparteine in healthy individuals.				OR			
1451139000	CYP2C19*1, CYP2C19*2	dipyrone	Metabolism/PK	yes	CYP2C19 *2 is associated with decreased metabolism of dipyrone in healthy individuals as compared to CYP2C19 *1/*1.			= 0.001				
